State,Region,Year,Month,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,State Code,period,quarter
Illinois,Midwest,2023,Nov,64.5,61.5,6471112,6164883,306229,4.7,IL,01-11-2023,Oct-23
Illinois,Midwest,2023,Dec,64.5,61.5,6473136,6168666,304470,4.7,IL,01-12-2023,Oct-23
Illinois,Midwest,2024,Jan,64.6,61.5,6477200,6171714,305486,4.7,IL,01-01-2024,Jan-24
Illinois,Midwest,2024,Feb,64.6,61.5,6477355,6168499,308856,4.8,IL,01-02-2024,Jan-24
Illinois,Midwest,2024,Mar,64.6,61.5,6487021,6174855,312166,4.8,IL,01-03-2024,Jan-24
Illinois,Midwest,2024,Apr,64.7,61.6,6496124,6182920,313204,4.8,IL,01-04-2024,Apr-24
Illinois,Midwest,2024,May,64.9,61.7,6510159,6192789,317370,4.9,IL,01-05-2024,Apr-24
Illinois,Midwest,2024,Jun,64.9,61.7,6516911,6189035,327876,5,IL,01-06-2024,Apr-24
Illinois,Midwest,2024,Jul,65,61.6,6529588,6187971,341617,5.2,IL,01-07-2024,Jul-24
Illinois,Midwest,2024,Aug,65,61.6,6526785,6183650,343135,5.3,IL,01-08-2024,Jul-24
Illinois,Midwest,2024,Sep,65,61.6,6529351,6185678,343673,5.3,IL,01-09-2024,Jul-24
Indiana,Midwest,2022,Jan,62.9,61,3347672,3250004,97668,2.9,IN,01-01-2022,Jan-22
Indiana,Midwest,2022,Feb,63.1,61.3,3357565,3261856,95709,2.9,IN,01-02-2022,Jan-22
Indiana,Midwest,2022,Mar,63.2,61.4,3366029,3270599,95430,2.8,IN,01-03-2022,Jan-22
Indiana,Midwest,2022,Apr,63.3,61.5,3373303,3276791,96512,2.9,IN,01-04-2022,Apr-22
Indiana,Midwest,2022,May,63.4,61.5,3378924,3280597,98327,2.9,IN,01-05-2022,Apr-22
Indiana,Midwest,2022,Jun,63.4,61.5,3382209,3281398,100811,3,IN,01-06-2022,Apr-22
Indiana,Midwest,2022,Jul,63.4,61.4,3383084,3279281,103803,3.1,IN,01-07-2022,Jul-22
Indiana,Midwest,2022,Aug,63.3,61.3,3382148,3275386,106762,3.2,IN,01-08-2022,Jul-22
Indiana,Midwest,2022,Sep,63.2,61.2,3379923,3270893,109030,3.2,IN,01-09-2022,Jul-22
Indiana,Midwest,2022,Oct,63.2,61.1,3377808,3267286,110522,3.3,IN,01-10-2022,Oct-22
Indiana,Midwest,2022,Nov,63.1,61,3377334,3266346,110988,3.3,IN,01-11-2022,Oct-22
Indiana,Midwest,2022,Dec,63.1,61.1,3379688,3269052,110636,3.3,IN,01-12-2022,Oct-22
Indiana,Midwest,2023,Jan,63.2,61.1,3384626,3274717,109909,3.2,IN,01-01-2023,Jan-23
Indiana,Midwest,2023,Feb,63.3,61.2,3390643,3281717,108926,3.2,IN,01-02-2023,Jan-23
Indiana,Midwest,2023,Mar,63.3,61.3,3395573,3287456,108117,3.2,IN,01-03-2023,Jan-23
Indiana,Midwest,2023,Apr,63.3,61.3,3398810,3290554,108256,3.2,IN,01-04-2023,Apr-23
Indiana,Midwest,2023,May,63.3,61.3,3400579,3290814,109765,3.2,IN,01-05-2023,Apr-23
Indiana,Midwest,2023,Jun,63.3,61.2,3402025,3289880,112145,3.3,IN,01-06-2023,Apr-23
Indiana,Midwest,2023,Jul,63.3,61.2,3403760,3288909,114851,3.4,IN,01-07-2023,Jul-23
Indiana,Midwest,2023,Aug,63.3,61.1,3405837,3288632,117205,3.4,IN,01-08-2023,Jul-23
Indiana,Midwest,2023,Sep,63.3,61.1,3408310,3289758,118552,3.5,IN,01-09-2023,Jul-23
Indiana,Midwest,2023,Oct,63.3,61.1,3409706,3290858,118848,3.5,IN,01-10-2023,Oct-23
Indiana,Midwest,2023,Nov,63.2,61,3409195,3290954,118241,3.5,IN,01-11-2023,Oct-23
Indiana,Midwest,2023,Dec,63.2,61,3408675,3290785,117890,3.5,IN,01-12-2023,Oct-23
Indiana,Midwest,2024,Jan,63,60.8,3398130,3280789,117341,3.5,IN,01-01-2024,Jan-24
Indiana,Midwest,2024,Feb,62.8,60.6,3389402,3271411,117991,3.5,IN,01-02-2024,Jan-24
Indiana,Midwest,2024,Mar,62.6,60.4,3380831,3261732,119099,3.5,IN,01-03-2024,Jan-24
Indiana,Midwest,2024,Apr,62.5,60.2,3378864,3257344,121520,3.6,IN,01-04-2024,Apr-24
Indiana,Midwest,2024,May,62.4,60.1,3377180,3252601,124579,3.7,IN,01-05-2024,Apr-24
Indiana,Midwest,2024,Jun,62.4,60,3378770,3250339,128431,3.8,IN,01-06-2024,Apr-24
Indiana,Midwest,2024,Jul,62.5,60,3387194,3251431,135763,4,IN,01-07-2024,Jul-24
Indiana,Midwest,2024,Aug,62.7,60.1,3398158,3257060,141098,4.2,IN,01-08-2024,Jul-24
Indiana,Midwest,2024,Sep,63,60.3,3417853,3269984,147869,4.3,IN,01-09-2024,Jul-24
Iowa,Midwest,2022,Jan,67.6,65.7,1693242,1646967,46275,2.7,IA,01-01-2022,Jan-22
Iowa,Midwest,2022,Feb,67.7,66,1697781,1653846,43935,2.6,IA,01-02-2022,Jan-22
Iowa,Midwest,2022,Mar,67.9,66.2,1701636,1659077,42559,2.5,IA,01-03-2022,Jan-22
Iowa,Midwest,2022,Apr,68,66.3,1704691,1662287,42404,2.5,IA,01-04-2022,Apr-22
Iowa,Midwest,2022,May,68,66.3,1706609,1663078,43531,2.6,IA,01-05-2022,Apr-22
Iowa,Midwest,2022,Jun,68.1,66.3,1708048,1662431,45617,2.7,IA,01-06-2022,Apr-22
Iowa,Midwest,2022,Jul,68.1,66.2,1709146,1660766,48380,2.8,IA,01-07-2022,Jul-22
Iowa,Midwest,2022,Aug,68.1,66.1,1710100,1659001,51099,3,IA,01-08-2022,Jul-22
Iowa,Midwest,2022,Sep,68.1,66,1710563,1657606,52957,3.1,IA,01-09-2022,Jul-22
Iowa,Midwest,2022,Oct,68.1,65.9,1710997,1657303,53694,3.1,IA,01-10-2022,Oct-22
Iowa,Midwest,2022,Nov,68,65.9,1711150,1657978,53172,3.1,IA,01-11-2022,Oct-22
Iowa,Midwest,2022,Dec,68,66,1711361,1659539,51822,3,IA,01-12-2022,Oct-22
Iowa,Midwest,2023,Jan,68,66,1711935,1661689,50246,2.9,IA,01-01-2023,Jan-23
Iowa,Midwest,2023,Feb,68,66.1,1712747,1663885,48862,2.9,IA,01-02-2023,Jan-23
Iowa,Midwest,2023,Mar,68,66.1,1713494,1665580,47914,2.8,IA,01-03-2023,Jan-23
Iowa,Midwest,2023,Apr,68,66.1,1713945,1666233,47712,2.8,IA,01-04-2023,Apr-23
Iowa,Midwest,2023,May,68,66.1,1713806,1665298,48508,2.8,IA,01-05-2023,Apr-23
Iowa,Midwest,2023,Jun,67.9,65.9,1712894,1662838,50056,2.9,IA,01-06-2023,Apr-23
Iowa,Midwest,2023,Jul,67.8,65.8,1710914,1659220,51694,3,IA,01-07-2023,Jul-23
Iowa,Midwest,2023,Aug,67.7,65.6,1708587,1655721,52866,3.1,IA,01-08-2023,Jul-23
Iowa,Midwest,2023,Sep,67.5,65.4,1706618,1653317,53301,3.1,IA,01-09-2023,Jul-23
Iowa,Midwest,2023,Oct,67.5,65.4,1705476,1652482,52994,3.1,IA,01-10-2023,Oct-23
Iowa,Midwest,2023,Nov,67.4,65.4,1705805,1653484,52321,3.1,IA,01-11-2023,Oct-23
Iowa,Midwest,2023,Dec,67.5,65.4,1706995,1654960,52035,3,IA,01-12-2023,Oct-23
Iowa,Midwest,2024,Jan,67.3,65.3,1704754,1653677,51077,3,IA,01-01-2024,Jan-24
Iowa,Midwest,2024,Feb,67.2,65.2,1700901,1650719,50182,3,IA,01-02-2024,Jan-24
Iowa,Midwest,2024,Mar,67,65.1,1696889,1648151,48738,2.9,IA,01-03-2024,Jan-24
Iowa,Midwest,2024,Apr,66.8,65,1694127,1646906,47221,2.8,IA,01-04-2024,Apr-24
Iowa,Midwest,2024,May,66.7,64.9,1691487,1644594,46893,2.8,IA,01-05-2024,Apr-24
Iowa,Midwest,2024,Jun,66.5,64.7,1688208,1641604,46604,2.8,IA,01-06-2024,Apr-24
Iowa,Midwest,2024,Jul,66.4,64.5,1685437,1637848,47589,2.8,IA,01-07-2024,Jul-24
Iowa,Midwest,2024,Aug,66.3,64.4,1683858,1635455,48403,2.9,IA,01-08-2024,Jul-24
Iowa,Midwest,2024,Sep,66.3,64.3,1684025,1634604,49421,2.9,IA,01-09-2024,Jul-24
Kansas,Midwest,2022,Jan,66.4,64.7,1497661,1459956,37705,2.5,KS,01-01-2022,Jan-22
Kansas,Midwest,2022,Feb,66.5,64.8,1499748,1462503,37245,2.5,KS,01-02-2022,Jan-22
Kansas,Midwest,2022,Mar,66.6,64.9,1501486,1464274,37212,2.5,KS,01-03-2022,Jan-22
Kansas,Midwest,2022,Apr,66.6,64.9,1502511,1465054,37457,2.5,KS,01-04-2022,Apr-22
Kansas,Midwest,2022,May,66.6,64.9,1502845,1464957,37888,2.5,KS,01-05-2022,Apr-22
Kansas,Midwest,2022,Jun,66.5,64.8,1502592,1464143,38449,2.6,KS,01-06-2022,Apr-22
Kansas,Midwest,2022,Jul,66.5,64.7,1502165,1462880,39285,2.6,KS,01-07-2022,Jul-22
Kansas,Midwest,2022,Aug,66.4,64.7,1502058,1461810,40248,2.7,KS,01-08-2022,Jul-22
Kansas,Midwest,2022,Sep,66.4,64.6,1502431,1461332,41099,2.7,KS,01-09-2022,Jul-22
Kansas,Midwest,2022,Oct,66.4,64.6,1503456,1461648,41808,2.8,KS,01-10-2022,Oct-22
Kansas,Midwest,2022,Nov,66.5,64.6,1505080,1462849,42231,2.8,KS,01-11-2022,Oct-22
Kansas,Midwest,2022,Dec,66.6,64.7,1507342,1464918,42424,2.8,KS,01-12-2022,Oct-22
Kansas,Midwest,2023,Jan,66.7,64.8,1509840,1467395,42445,2.8,KS,01-01-2023,Jan-23
Kansas,Midwest,2023,Feb,66.7,64.9,1512225,1470019,42206,2.8,KS,01-02-2023,Jan-23
Kansas,Midwest,2023,Mar,66.8,65,1513990,1472400,41590,2.7,KS,01-03-2023,Jan-23
Kansas,Midwest,2023,Apr,66.8,65,1514887,1474167,40720,2.7,KS,01-04-2023,Apr-23
Kansas,Midwest,2023,May,66.8,65,1514860,1474889,39971,2.6,KS,01-05-2023,Apr-23
Kansas,Midwest,2023,Jun,66.7,65,1514165,1474675,39490,2.6,KS,01-06-2023,Apr-23
Kansas,Midwest,2023,Jul,66.6,64.9,1512812,1473560,39252,2.6,KS,01-07-2023,Jul-23
Kansas,Midwest,2023,Aug,66.5,64.8,1511017,1471773,39244,2.6,KS,01-08-2023,Jul-23
Kansas,Midwest,2023,Sep,66.4,64.7,1509426,1470101,39325,2.6,KS,01-09-2023,Jul-23
Kansas,Midwest,2023,Oct,66.3,64.6,1508191,1468892,39299,2.6,KS,01-10-2023,Oct-23
Kansas,Midwest,2023,Nov,66.3,64.6,1507836,1468643,39193,2.6,KS,01-11-2023,Oct-23
Kansas,Midwest,2023,Dec,66.3,64.5,1507952,1468814,39138,2.6,KS,01-12-2023,Oct-23
Kansas,Midwest,2024,Jan,66.2,64.5,1506694,1467625,39069,2.6,KS,01-01-2024,Jan-24
Kansas,Midwest,2024,Feb,66.1,64.4,1505660,1465719,39941,2.7,KS,01-02-2024,Jan-24
Kansas,Midwest,2024,Mar,66.1,64.3,1505428,1464639,40789,2.7,KS,01-03-2024,Jan-24
Kansas,Midwest,2024,Apr,66.1,64.3,1506689,1464641,42048,2.8,KS,01-04-2024,Apr-24
Kansas,Midwest,2024,May,66.1,64.2,1507115,1463260,43855,2.9,KS,01-05-2024,Apr-24
Kansas,Midwest,2024,Jun,66.1,64.1,1507253,1461282,45971,3,KS,01-06-2024,Apr-24
Kansas,Midwest,2024,Jul,66.1,64,1508484,1460143,48341,3.2,KS,01-07-2024,Jul-24
Kansas,Midwest,2024,Aug,66.2,64,1510348,1460744,49604,3.3,KS,01-08-2024,Jul-24
Kansas,Midwest,2024,Sep,66.2,64,1512601,1462168,50433,3.3,KS,01-09-2024,Jul-24
Michigan,Midwest,2022,Jan,60,57.3,4828014,4615444,212570,4.4,MI,01-01-2022,Jan-22
Michigan,Midwest,2022,Feb,60.2,57.6,4840777,4633130,207647,4.3,MI,01-02-2022,Jan-22
Michigan,Midwest,2022,Mar,60.3,57.7,4850997,4647346,203651,4.2,MI,01-03-2022,Jan-22
Michigan,Midwest,2022,Apr,60.3,57.9,4858199,4658345,199854,4.1,MI,01-04-2022,Apr-22
Michigan,Midwest,2022,May,60.4,57.9,4862250,4665970,196280,4,MI,01-05-2022,Apr-22
Michigan,Midwest,2022,Jun,60.4,58,4863656,4669633,194023,4,MI,01-06-2022,Apr-22
Michigan,Midwest,2022,Jul,60.4,57.9,4864018,4669845,194173,4,MI,01-07-2022,Jul-22
Michigan,Midwest,2022,Aug,60.4,57.9,4866170,4669689,196481,4,MI,01-08-2022,Jul-22
Michigan,Midwest,2022,Sep,60.4,57.9,4871854,4672300,199554,4.1,MI,01-09-2022,Jul-22
Michigan,Midwest,2022,Oct,60.5,58,4882068,4679200,202868,4.2,MI,01-10-2022,Oct-22
Michigan,Midwest,2022,Nov,60.7,58.1,4895475,4691113,204362,4.2,MI,01-11-2022,Oct-22
Michigan,Midwest,2022,Dec,60.9,58.3,4911079,4708724,202355,4.1,MI,01-12-2022,Oct-22
Michigan,Midwest,2023,Jan,61.1,58.6,4928261,4731087,197174,4,MI,01-01-2023,Jan-23
Michigan,Midwest,2023,Feb,61.3,58.9,4946922,4756570,190352,3.8,MI,01-02-2023,Jan-23
Michigan,Midwest,2023,Mar,61.5,59.2,4965978,4781898,184080,3.7,MI,01-03-2023,Jan-23
Michigan,Midwest,2023,Apr,61.7,59.5,4984261,4803928,180333,3.6,MI,01-04-2023,Apr-23
Michigan,Midwest,2023,May,61.9,59.7,5001044,4820225,180819,3.6,MI,01-05-2023,Apr-23
Michigan,Midwest,2023,Jun,62.1,59.8,5016429,4830770,185659,3.7,MI,01-06-2023,Apr-23
Michigan,Midwest,2023,Jul,62.2,59.8,5029829,4836257,193572,3.8,MI,01-07-2023,Jul-23
Michigan,Midwest,2023,Aug,62.3,59.8,5039120,4837323,201797,4,MI,01-08-2023,Jul-23
Michigan,Midwest,2023,Sep,62.3,59.8,5044405,4836970,207435,4.1,MI,01-09-2023,Jul-23
Michigan,Midwest,2023,Oct,62.3,59.7,5046492,4836867,209625,4.2,MI,01-10-2023,Oct-23
Michigan,Midwest,2023,Nov,62.3,59.7,5044465,4836351,208114,4.1,MI,01-11-2023,Oct-23
Michigan,Midwest,2023,Dec,62.3,59.7,5043199,4836285,206914,4.1,MI,01-12-2023,Oct-23
Michigan,Midwest,2024,Jan,62.3,59.8,5043565,4841614,201951,4,MI,01-01-2024,Jan-24
Michigan,Midwest,2024,Feb,62.2,59.8,5042466,4844029,198437,3.9,MI,01-02-2024,Jan-24
Michigan,Midwest,2024,Mar,62.3,59.9,5046963,4852465,194498,3.9,MI,01-03-2024,Jan-24
Michigan,Midwest,2024,Apr,62.3,59.9,5051449,4855942,195507,3.9,MI,01-04-2024,Apr-24
Michigan,Midwest,2024,May,62.3,59.9,5054407,4857627,196780,3.9,MI,01-05-2024,Apr-24
Michigan,Midwest,2024,Jun,62.3,59.8,5053150,4848377,204773,4.1,MI,01-06-2024,Apr-24
Michigan,Midwest,2024,Jul,62.4,59.7,5062058,4841307,220751,4.4,MI,01-07-2024,Jul-24
Michigan,Midwest,2024,Aug,62.3,59.5,5054731,4829228,225503,4.5,MI,01-08-2024,Jul-24
Michigan,Midwest,2024,Sep,62.3,59.4,5055315,4826237,229078,4.5,MI,01-09-2024,Jul-24
Minnesota,Midwest,2022,Jan,68.1,66.3,3064819,2982408,82411,2.7,MN,01-01-2022,Jan-22
Minnesota,Midwest,2022,Feb,68.2,66.5,3067771,2990718,77053,2.5,MN,01-02-2022,Jan-22
Minnesota,Midwest,2022,Mar,68.2,66.6,3068755,2995523,73232,2.4,MN,01-03-2022,Jan-22
Minnesota,Midwest,2022,Apr,68.2,66.6,3069409,2998222,71187,2.3,MN,01-04-2022,Apr-22
Minnesota,Midwest,2022,May,68.2,66.7,3070885,2999982,70903,2.3,MN,01-05-2022,Apr-22
Minnesota,Midwest,2022,Jun,68.3,66.7,3072588,3000479,72109,2.3,MN,01-06-2022,Apr-22
Minnesota,Midwest,2022,Jul,68.3,66.6,3073756,2998927,74829,2.4,MN,01-07-2022,Jul-22
Minnesota,Midwest,2022,Aug,68.2,66.5,3074528,2996259,78269,2.5,MN,01-08-2022,Jul-22
Minnesota,Midwest,2022,Sep,68.1,66.3,3073049,2991583,81466,2.7,MN,01-09-2022,Jul-22
Minnesota,Midwest,2022,Oct,68.1,66.2,3073332,2989180,84152,2.7,MN,01-10-2022,Oct-22
Minnesota,Midwest,2022,Nov,68.1,66.2,3075688,2989752,85936,2.8,MN,01-11-2022,Oct-22
Minnesota,Midwest,2022,Dec,68.2,66.3,3079809,2992976,86833,2.8,MN,01-12-2022,Oct-22
Minnesota,Midwest,2023,Jan,68.3,66.3,3085577,2998501,87076,2.8,MN,01-01-2023,Jan-23
Minnesota,Midwest,2023,Feb,68.4,66.5,3092815,3005738,87077,2.8,MN,01-02-2023,Jan-23
Minnesota,Midwest,2023,Mar,68.5,66.6,3100007,3012571,87436,2.8,MN,01-03-2023,Jan-23
Minnesota,Midwest,2023,Apr,68.6,66.6,3105793,3017301,88492,2.8,MN,01-04-2023,Apr-23
Minnesota,Midwest,2023,May,68.6,66.6,3109449,3019263,90186,2.9,MN,01-05-2023,Apr-23
Minnesota,Midwest,2023,Jun,68.6,66.6,3111270,3019513,91757,2.9,MN,01-06-2023,Apr-23
Minnesota,Midwest,2023,Jul,68.6,66.5,3110400,3018389,92011,3,MN,01-07-2023,Jul-23
Minnesota,Midwest,2023,Aug,68.4,66.4,3106666,3015905,90761,2.9,MN,01-08-2023,Jul-23
Minnesota,Midwest,2023,Sep,68.3,66.3,3101556,3013207,88349,2.8,MN,01-09-2023,Jul-23
Minnesota,Midwest,2023,Oct,68.1,66.2,3096836,3011079,85757,2.8,MN,01-10-2023,Oct-23
Minnesota,Midwest,2023,Nov,68.1,66.2,3095163,3010378,84785,2.7,MN,01-11-2023,Oct-23
Minnesota,Midwest,2023,Dec,68,66.2,3095430,3010656,84774,2.7,MN,01-12-2023,Oct-23
Minnesota,Midwest,2024,Jan,68,66.1,3093573,3010712,82861,2.7,MN,01-01-2024,Jan-24
Minnesota,Midwest,2024,Feb,67.9,66.1,3094718,3010502,84216,2.7,MN,01-02-2024,Jan-24
Minnesota,Midwest,2024,Mar,68,66.1,3097673,3013477,84196,2.7,MN,01-03-2024,Jan-24
Minnesota,Midwest,2024,Apr,68,66.2,3101416,3016216,85200,2.7,MN,01-04-2024,Apr-24
Minnesota,Midwest,2024,May,68,66,3099972,3013062,86910,2.8,MN,01-05-2024,Apr-24
Minnesota,Midwest,2024,Jun,67.8,65.8,3096749,3005433,91316,2.9,MN,01-06-2024,Apr-24
Minnesota,Midwest,2024,Jul,67.7,65.6,3094140,2996580,97560,3.2,MN,01-07-2024,Jul-24
Minnesota,Midwest,2024,Aug,67.7,65.4,3093697,2990462,103235,3.3,MN,01-08-2024,Jul-24
Minnesota,Midwest,2024,Sep,67.7,65.4,3094308,2988741,105567,3.4,MN,01-09-2024,Jul-24
Missouri,Midwest,2022,Jan,62.4,60.6,3030821,2941198,89623,3,MO,01-01-2022,Jan-22
Missouri,Midwest,2022,Feb,62.4,60.7,3030723,2947703,83020,2.7,MO,01-02-2022,Jan-22
Missouri,Midwest,2022,Mar,62.4,60.8,3029956,2952995,76961,2.5,MO,01-03-2022,Jan-22
Missouri,Midwest,2022,Apr,62.3,60.9,3029671,2957483,72188,2.4,MO,01-04-2022,Apr-22
Missouri,Midwest,2022,May,62.3,60.9,3029110,2959602,69508,2.3,MO,01-05-2022,Apr-22
Missouri,Midwest,2022,Jun,62.3,60.9,3030495,2961033,69462,2.3,MO,01-06-2022,Apr-22
Missouri,Midwest,2022,Jul,62.3,60.8,3032910,2960732,72178,2.4,MO,01-07-2022,Jul-22
Missouri,Midwest,2022,Aug,62.4,60.8,3036230,2959662,76568,2.5,MO,01-08-2022,Jul-22
Missouri,Midwest,2022,Sep,62.4,60.7,3039257,2958299,80958,2.7,MO,01-09-2022,Jul-22
Missouri,Midwest,2022,Oct,62.4,60.7,3043823,2959591,84232,2.8,MO,01-10-2022,Oct-22
Missouri,Midwest,2022,Nov,62.5,60.7,3048386,2962633,85753,2.8,MO,01-11-2022,Oct-22
Missouri,Midwest,2022,Dec,62.6,60.8,3053163,2967158,86005,2.8,MO,01-12-2022,Oct-22
Missouri,Midwest,2023,Jan,62.7,60.9,3059449,2973370,86079,2.8,MO,01-01-2023,Jan-23
Missouri,Midwest,2023,Feb,62.8,61,3066816,2980246,86570,2.8,MO,01-02-2023,Jan-23
Missouri,Midwest,2023,Mar,62.9,61.1,3074498,2987127,87371,2.8,MO,01-03-2023,Jan-23
Missouri,Midwest,2023,Apr,63.1,61.2,3081669,2993109,88560,2.9,MO,01-04-2023,Apr-23
Missouri,Midwest,2023,May,63.2,61.3,3088309,2997826,90483,2.9,MO,01-05-2023,Apr-23
Missouri,Midwest,2023,Jun,63.2,61.3,3093771,3000795,92976,3,MO,01-06-2023,Apr-23
Missouri,Midwest,2023,Jul,63.3,61.3,3097152,3001361,95791,3.1,MO,01-07-2023,Jul-23
Missouri,Midwest,2023,Aug,63.3,61.2,3099047,3000515,98532,3.2,MO,01-08-2023,Jul-23
Missouri,Midwest,2023,Sep,63.2,61.2,3099325,2998581,100744,3.3,MO,01-09-2023,Jul-23
Missouri,Midwest,2023,Oct,63.2,61.1,3100265,2998390,101875,3.3,MO,01-10-2023,Oct-23
Missouri,Midwest,2023,Nov,63.1,61.1,3099029,2997598,101431,3.3,MO,01-11-2023,Oct-23
Missouri,Midwest,2023,Dec,63.1,61.1,3099207,2998287,100920,3.3,MO,01-12-2023,Oct-23
Missouri,Midwest,2024,Jan,63.1,61,3098994,2997416,101578,3.3,MO,01-01-2024,Jan-24
Missouri,Midwest,2024,Feb,63.1,61,3100588,2997625,102963,3.3,MO,01-02-2024,Jan-24
Missouri,Midwest,2024,Mar,63.1,61,3103994,3000320,103674,3.3,MO,01-03-2024,Jan-24
Missouri,Midwest,2024,Apr,63.3,61.1,3112506,3007098,105408,3.4,MO,01-04-2024,Apr-24
Missouri,Midwest,2024,May,63.4,61.2,3121164,3011784,109380,3.5,MO,01-05-2024,Apr-24
Missouri,Midwest,2024,Jun,63.6,61.2,3130505,3016028,114477,3.7,MO,01-06-2024,Apr-24
Missouri,Midwest,2024,Jul,63.8,61.3,3142384,3021536,120848,3.8,MO,01-07-2024,Jul-24
Missouri,Midwest,2024,Aug,63.9,61.4,3150160,3027870,122290,3.9,MO,01-08-2024,Jul-24
Missouri,Midwest,2024,Sep,63.9,61.4,3151568,3029932,121636,3.9,MO,01-09-2024,Jul-24
Nebraska,Midwest,2022,Jan,69.4,68,1048396,1027203,21193,2,NE,01-01-2022,Jan-22
Nebraska,Midwest,2022,Feb,69.5,68.1,1049339,1028821,20518,2,NE,01-02-2022,Jan-22
Nebraska,Midwest,2022,Mar,69.5,68.1,1050055,1029785,20270,1.9,NE,01-03-2022,Jan-22
Nebraska,Midwest,2022,Apr,69.5,68.1,1050565,1030082,20483,1.9,NE,01-04-2022,Apr-22
Nebraska,Midwest,2022,May,69.5,68.1,1050904,1029789,21115,2,NE,01-05-2022,Apr-22
Nebraska,Midwest,2022,Jun,69.4,68,1051008,1029003,22005,2.1,NE,01-06-2022,Apr-22
Nebraska,Midwest,2022,Jul,69.4,67.9,1050943,1027841,23102,2.2,NE,01-07-2022,Jul-22
Nebraska,Midwest,2022,Aug,69.3,67.7,1050802,1026678,24124,2.3,NE,01-08-2022,Jul-22
Nebraska,Midwest,2022,Sep,69.3,67.6,1050548,1025832,24716,2.4,NE,01-09-2022,Jul-22
Nebraska,Midwest,2022,Oct,69.2,67.5,1050208,1025478,24730,2.4,NE,01-10-2022,Oct-22
Nebraska,Midwest,2022,Nov,69.1,67.5,1049891,1025762,24129,2.3,NE,01-11-2022,Oct-22
Nebraska,Midwest,2022,Dec,69.1,67.5,1049963,1026782,23181,2.2,NE,01-12-2022,Oct-22
Nebraska,Midwest,2023,Jan,69.1,67.6,1050553,1028293,22260,2.1,NE,01-01-2023,Jan-23
Nebraska,Midwest,2023,Feb,69.1,67.7,1051706,1030087,21619,2.1,NE,01-02-2023,Jan-23
Nebraska,Midwest,2023,Mar,69.2,67.8,1053098,1031757,21341,2,NE,01-03-2023,Jan-23
Nebraska,Midwest,2023,Apr,69.2,67.8,1054413,1032951,21462,2,NE,01-04-2023,Apr-23
Nebraska,Midwest,2023,May,69.2,67.8,1055469,1033402,22067,2.1,NE,01-05-2023,Apr-23
Nebraska,Midwest,2023,Jun,69.2,67.7,1056266,1033226,23040,2.2,NE,01-06-2023,Apr-23
Nebraska,Midwest,2023,Jul,69.2,67.6,1056656,1032491,24165,2.3,NE,01-07-2023,Jul-23
